Subject Code,Course Number,Name,Description,Dept Code,Dept Description
LITTRANS,269,Yiddish Literature and Culture in Europe,"Exploration of European Yiddish fiction, poetry, folklore, and cinema, with a focus on works of the 19th and 20th centuries.",551,LITERATURE IN TRANSLATION
LITTRANS,270,German Women Writers in Translation,None provided.,551,LITERATURE IN TRANSLATION
LITTRANS,271,"In Translation:Masterpieces of Scandinavian Literature, Middle Ages-1900",None provided.,551,LITERATURE IN TRANSLATION
LITTRANS,272,French Pop Culture,"Through the exploration of landmark and popular French (and few international) texts, this course seeks to narrow the perceived gap between low/high art and it contextualizes historically and aesthetically French pop culture (as literature, film, graphic novel, music etc.).  ",551,LITERATURE IN TRANSLATION
LITTRANS,274,In Translation: Masterpieces of Scandinavian Literature-the 20th Century,Continuation of 273.,551,LITERATURE IN TRANSLATION
LITTRANS,275,In Translation: The Tales of Hans Christian Andersen,None provided.,551,LITERATURE IN TRANSLATION
LITTRANS,276,Special Topics in German and World Literature/s,"Exploration of diverse world literary traditions, including German. All readings and lectures in English.",551,LITERATURE IN TRANSLATION
LITTRANS,277,Topics in Twentieth-Century German Literature (in Translation),"Discussion of major twentieth-century literary texts from Germany, Switzerland, and Austria by such authors as Franz Kafka, Bertolt Brecht, Anna Seghers, Friedrich Durrenmatt, Gunter Grass, Christa Wolf. Possible areas of emphasis: identity formation; technology and culture; literary representations of fascism.",551,LITERATURE IN TRANSLATION
LITTRANS,279,Yiddish Literature and Culture in America,"Exploration of American Yiddish poetry, fiction, theater, and cinema created by European Jews in the United States.",551,LITERATURE IN TRANSLATION
LITTRANS,318,Modern Jewish Literature,"Pre-modern Jewish society's breakdown, immigration, the challenges of integration and exclusion, and the establishment of new communities will serve as a backdrop for the analysis and comparison of Jewish literary texts written in Hebrew, Yiddish, German, Russian, and English.",551,LITERATURE IN TRANSLATION
LITTRANS,319,Scandinavian Children's Literature,"Forms and themes of Scandinavian children's literature from the nineteenth century to the present. Exploration of the dominant concerns of authors, adult and non-adult audiences. Film adaptations and Scandinavian-American materials included.",551,LITERATURE IN TRANSLATION
LITTRANS,324,Topics in Scandinavian Literature,An examination of selected topics in Scandinavian literature designed for students as literature in translation. Enroll Info: Requisite varies by topic,551,LITERATURE IN TRANSLATION
LITTRANS,326,Topics in Dutch Literature in Translation,"Study of an author or theme in modern Dutch/Flemish literature, presented by the current Dutch/Flemish writer in residence.",551,LITERATURE IN TRANSLATION
LITTRANS,329,The Vampire in Literature and Film,Explores the image of the vampire in literature and visual arts as a metaphor for Eastern Europe and the Slavic world. Begins with folklore and moves through literary texts to film and television.  ,551,LITERATURE IN TRANSLATION
LITTRANS,331,In Translation: Scandinavian Topics in Depth,Penetrating study of an important Scandinavian literary or cultural topic. Content will vary with each offering.  ,551,LITERATURE IN TRANSLATION
LITTRANS,332,Prophets of the Bible,"An introduction to the thought, literature, and history of the prophets of ancient Israel (in English).  ",551,LITERATURE IN TRANSLATION
LITTRANS,334,In Translation: The Art of Isak Dinesen/Karen Blixen,Blixen's tales and biographical fiction.  ,551,LITERATURE IN TRANSLATION
LITTRANS,335,In Translation: The Drama of Henrik Ibsen,None provided.,551,LITERATURE IN TRANSLATION
LITTRANS,336,In Translation: The Drama of August Strindberg,None provided.,551,LITERATURE IN TRANSLATION
LITTRANS,337,In Translation: 19th Century Scandinavian Fiction,None provided.,551,LITERATURE IN TRANSLATION
LITTRANS,338,In Translation: Knut Hamsun and the 20th Century Norwegian Novel,In Translation: Knut Hamsun and the 20th Century Norwegian Novel,551,LITERATURE IN TRANSLATION
LITTRANS,340,Contemporary Scandinavian Literature in Translation,"Twentieth-century literary traditions and experiments, with attention to major movements, genres, and authors.",551,LITERATURE IN TRANSLATION
LITTRANS,342,In Translation: Mythology of Scandinavia,None provided.,551,LITERATURE IN TRANSLATION
LITTRANS,343,In Translation: The Woman in Scandinavian Literature,None provided.,551,LITERATURE IN TRANSLATION
LITTRANS,345,In Translation: The Scandinavian Tale and Ballad,None provided.,551,LITERATURE IN TRANSLATION
LITTRANS,346,In Translation: The Icelandic Sagas,None provided.,551,LITERATURE IN TRANSLATION
LITTRANS,350,Scandinavian Decadence in its European Context,"Examines the European context of literary decadence (Baudelaire, Huysmans, Wilde) and how it inspired some of Scandinavia's most important writers (Strindberg, Hamsun, Jacobsen).  ",551,LITERATURE IN TRANSLATION
LITTRANS,360,French and Italian Renaissance Literature Online,"A web-based course comprising 15 week-long units, organized as a virtual journey through Renaissance Italian and French cities. Each unit includes a lecture and readings from main literary texts and cultural documents associated with the city or region.",551,LITERATURE IN TRANSLATION
LITTRANS,367,Israeli Fiction in Translation,"Major writers, trends and themes in Israeli fiction from pre-State period to present. Meets with Hebrew Studies 343.",551,LITERATURE IN TRANSLATION
LITTRANS,368,Modern Japanese Fiction,"Intensive study of novels and stories of three or four writers of the present century, such as Soseki, Tanizaki, Kawabata, and Mishima. Translations of high quality are main texts, but students of Japanese are encouraged to read as much as possible in the original.",551,LITERATURE IN TRANSLATION
LITTRANS,373,Topics in Japanese Literature,"Traces the evolution of a given idea through the course of Japanese literature. Possible topics include: women in Japanese fiction, effect of Buddhism on Japanese literature, reflections of everyday life in Japanese literature, and visual-verbal narration. Translations of high quality will be the principal texts, but students of Japanese will be encouraged to read as much as possible in the original.",551,LITERATURE IN TRANSLATION
LITTRANS,374,Topics in Korean Literature,"Traces the evolution of a given idea through Korean literature. Possible topics: women in Korean fiction, Confucianism on Korean literature, and contemporary literature and film. Texts: English translations, but students of Korean urged to read as much as possible in the original.",551,LITERATURE IN TRANSLATION
LITTRANS,400,Machiavelli and His World,"Introduces students to the major works of Machiavelli through the close reading of his writings in cultural and historical contexts. Discussion and targeted writing assignments will aim at cultivating in students 1) a broad understanding of Machiavelli's principal intellectual attitudes, 2) a deeper understanding of his literary sensibility, and 3) the ability to articulate controversies and complexities surrounding his thought.  ",551,LITERATURE IN TRANSLATION
LITTRANS,410,In Translation: Special Topics in Italian Literature,"Treatment of a specific perific period, genre, theme or movement in Italian literature.",551,LITERATURE IN TRANSLATION
LITTRANS,423,In Translation: Slavic Drama in Context,Slavic playwrights and the European tradition of theatre and drama.  ,551,LITERATURE IN TRANSLATION
LITTRANS,428,Memory and Literature from Proust to Knausgard,"Investigates the relations between theories of memory, both individual and collective, and modern literary representations of remembering. We survey seminal conceptions of memory in the interdisciplinary field of memory studies, investigating topics such as nostalgia, trauma, personal and cultural identity, war and Holocaust, sites of memory, and autobiographical narrative. Through the avenues opened up by these theoretical frameworks, we consider the narrative forms as well as the ethical and political dimensions of remembering in major novels by Marcel Proust, W. G. Sebald, and Karl Ove Knausgard.",551,LITERATURE IN TRANSLATION
LITTRANS,454,History of Serbian and Croatian Literature,Major literary movements of Serbian and Croatian literature from the medieval period until the formation of the Yugoslav state in 1919. Readings in English.,551,LITERATURE IN TRANSLATION
LITTRANS,455,Modern Serbian and Croatian Literature in Translation,"Continuation of Slavic 450, from 1919 until the present. Study of major twentieth-century writers. Readings in English.",551,LITERATURE IN TRANSLATION
LITTRANS,471,"Polish Literature (in Translation), Middle Ages to 1863","Intensive study of major writers such as Kochanowski, Krasicki, and Mickiewicz.",551,LITERATURE IN TRANSLATION
LITTRANS,473,Polish Literature (in Translation) since 1863,A comprehensive survey of Polish literature and its historical background from 1863 to the present. Readings in English.  ,551,LITERATURE IN TRANSLATION
LSC,100,Science and Storytelling,"Fundamentals of effective written and spoken communication. Develops skills in gathering and evaluating information, writing research papers and other documents, and preparing and delivering oral presentations.",120,LIFE SCIENCES COMMUNICATION
LSC,111,Science and Technology Newswriting,"Principles of journalism and essentials of journalistic writing applied to agriculture, natural resources, science, health and related topics.",120,LIFE SCIENCES COMMUNICATION
LSC,212,Introduction to Scientific Communication,"Writing effective science digests, proposals, newsletters, and trade magazine articles for agriculture, natural resources, health and science-related topics.",120,LIFE SCIENCES COMMUNICATION
LSC,250,Research Methods in the Communication Industry,"Introduction to research methods in the communication industry. Overview of all stages of the research process (survey, focus groups, etc.) and of translating data into reports for expert and lay audiences and into effective campaign strategies.",120,LIFE SCIENCES COMMUNICATION
LSC,251,"Science, Media and Society","Introduction to communication at the intersection of science, politics and society. Overview of the theoretical foundations of science communication and their relevance for societal debates about science and emerging technologies.",120,LIFE SCIENCES COMMUNICATION
LSC,270,Communication in Life Science Industries,"Techniques of achieving clarity, brevity and effectiveness in the life sciences communication industry: communication planning, preparation and examination for internal and external life sciences industry audiences.",120,LIFE SCIENCES COMMUNICATION
